,anammox_inhibition_factor,cod_anaerobic_digestion_inhibition_factor,Ammonia_OUT,Nitrite_OUT,Nitrate_OUT
367,0.9,0.07,0.05018035510710187,0.5533009324413828,0.08075248927318415
368,0.9,0.08,0.05017443939165183,0.553429151989662,0.0815817476435199
369,0.9,0.09,0.05016922081912526,0.5535575888239083,0.0827537501079185
370,0.9,0.1,0.05016462176400627,0.5536858270822672,0.08423317480394547
371,0.9,0.2,0.05014142202975687,0.5549071169783044,0.11023436688866341
372,0.9,0.3,0.05014010952409846,0.5559630389424937,0.14558870335861906
373,0.9,0.4,0.05014769159400788,0.5568544807918063,0.18245012946668412
374,0.9,0.5,0.0501642404774865,0.5576364046014036,0.21778095830899064
375,0.9,0.6,0.050182702300263685,0.5583141532062341,0.25067144428042654
376,0.9,0.7,0.05018449823499565,0.5587996898341054,0.28062231723937836
377,0.9,0.8,0.05019707000960068,0.5592770408596667,0.3078828079774632
378,0.9,0.9,0.05020907534146438,0.5596942836994051,0.3326168320669911
379,0.9,1.0,0.05022040534114492,0.560061833733448,0.3550720733452252
380,0.95,0.0,0.0503469008319447,0.6198450613108927,0.09194367075321376
381,0.95,0.01,0.050320684850819544,0.6201002774591645,0.08815618942682057
382,0.95,0.02,0.050296589090347295,0.6203620351949127,0.08513697930934581
383,0.95,0.03,0.050274353344503815,0.6206279380817693,0.08280855696440861
384,0.95,0.04,0.05025376264669507,0.6208961162151295,0.08110146562634793
385,0.95,0.05,0.05023463733702373,0.6211651039516095,0.07995338265063018
386,0.95,0.06,0.05021682566831075,0.6214337491851107,0.07930833020871075
387,0.95,0.07,0.050200198228407426,0.6217011451643626,0.07911597801310623
388,0.95,0.08,0.050184643679803215,0.621966578654101,0.07933102755615849
389,0.95,0.09,0.05017006546693599,0.6222294901055891,0.07991266825693585
390,0.95,0.1,0.050156379243058644,0.6224894427606922,0.08082409688592954
391,0.95,0.2,0.05005565061060497,0.6248815747734682,0.1021227388539733
392,0.95,0.3,0.04999606485303232,0.6268784963032823,0.1340107915466608
393,0.95,0.4,0.04995888593415666,0.6285349841705472,0.16818091089008333
394,0.95,0.5,0.049934986128589716,0.6299199217201288,0.20138154331311234
395,0.95,0.6,0.049940441666204136,0.6311833376817084,0.23238746620986803
396,0.95,0.7,0.04990977800250311,0.6320938939449369,0.2608925010716305
397,0.95,0.8,0.04990254894879373,0.6329545745976939,0.2868557167697675
398,0.95,0.9,0.04989838217795302,0.63370725026269,0.31046892589929365
399,0.95,1.0,0.04989591790758859,0.6343686833646456,0.33194173317198145
400,1.0,0.0,0.05111717829185409,0.6995340053723437,0.09631828947900402
401,1.0,0.01,0.051071945126906895,0.6999918686926787,0.09171115987638377
402,1.0,0.02,0.05102940541050468,0.7004542195164842,0.08791033086884294
403,1.0,0.03,0.05098928895267331,0.7009180718977887,0.08483566647582526
404,1.0,0.04,0.05095136884799211,0.7013811353459042,0.08241527267586662
405,1.0,0.05,0.050915451982295495,0.7018416493591828,0.0805845904533998
406,1.0,0.06,0.05088137203533659,0.7022982613365278,0.07928559117604363
407,1.0,0.07,0.050848984245228816,0.702749935322761,0.07846606403293548
408,1.0,0.08,0.05081816143468677,0.7031958829994511,0.07807898556053611
409,1.0,0.09,0.05078879095340127,0.7036355109446789,0.07808196194331876
410,1.0,0.1,0.050760772294408896,0.7040683799401894,0.07843673559735499
411,1.0,0.2,0.050538627680067304,0.7079915856422342,0.0951308398283067
412,1.0,0.3,0.050388342469347834,0.711213191346461,0.12363084492431257
413,1.0,0.4,0.050281534621959265,0.713862601115359,0.15517474239933932
414,1.0,0.5,0.05020280176575627,0.7160658755218781,0.18626453515090194
415,1.0,0.6,0.05014750034150996,0.7179389345282101,0.21551412991687469
416,1.0,0.7,0.05012321672265074,0.7196151521751433,0.24259216737383804
417,1.0,0.8,0.050059774682080484,0.7208654641690303,0.2672750011051066
418,1.0,0.9,0.05003005561473435,0.7220510548060007,0.2898008418251969
419,1.0,1.0,0.05000571830007768,0.7230915775128504,0.310321287784338
